0.00, [DEBUG], nurse, NURSE_CONFIG={'location': 'IC Room 6', 'position': [-33.9, 18.93, 3.14]}, None, None
0.00, [DEBUG], logger, ROBOTS_CONFIG={'avg_speed': 0.15, 'battery_charge': 0.7232396784987936, 'battery_discharge_rate': 0.0004, 'id': 3, 'local_plan': [['navigation', ['IC Room 6', [[-38.0, 21.5, 0.0], [-37.0, 21.5], [-37.0, 18.93], [-33.9, 18.93, 3.14]]], 'navto_room'], ['approach_person', ['nurse'], 'approach_nurse'], ['authenticate_person', ['nurse'], 'authenticate_nurse'], ['operate_drawer', ['open'], 'open_drawer_for_nurse'], ['send_message', ['nurse'], 'notify_nurse_of_open_drawer_for_nurse_completed'], ['wait_message', ['nurse'], 'wait_nurse_to_complete_deposit'], ['operate_drawer', ['close'], 'close_drawer_nurse'], ['navigation', ['Laboratory', [[-33.9, 18.93, 3.14], [-37.0, 18.93], [-37.0, 16.0], [-26.0, 16.0], [-26.0, 13.0, 1.57]]], 'navto_lab'], ['approach_robot', ['lab_arm'], 'approach_arm'], ['operate_drawer', ['open'], 'open_drawer_lab'], ['send_message', ['lab_arm'], 'notify_lab_arm_of_open_drawer_lab_completed'], ['wait_message', ['lab_arm'], 'wait_lab_arm_to_complete_pick_up_sample'], ['operate_drawer', ['close'], 'close_drawer_lab']], 'location': 'IC Room 2', 'name': 'r3', 'position': [-38.0, 21.5, 0.0], 'skills': ['approach_person', 'approach_robot', 'authenticate_person', 'navigation', 'operate_drawer']}, None, None
0.00, [DEBUG], logger, Simulation open, None, None
260.04, [INFO], robot3, {'battery-level': '61.96'}, None, None
270.04, [INFO], robot3, {'battery-level': '61.56'}, None, None
280.04, [INFO], robot3, {'battery-level': '61.16'}, None, None
290.00, [INFO], robot3, {'battery-level': '60.76'}, None, None
300.02, [INFO], robot3, {'battery-level': '60.36'}, None, None
310.02, [INFO], robot3, {'battery-level': '59.96'}, None, None
320.02, [INFO], robot3, {'battery-level': '59.56'}, None, None
330.09, [INFO], robot3, {'battery-level': '59.16'}, None, None
340.08, [INFO], robot3, {'battery-level': '58.76'}, None, None
350.09, [INFO], robot3, {'battery-level': '58.36'}, None, None
360.00, [INFO], robot3, {'battery-level': '57.96'}, None, None
370.01, [INFO], robot3, {'battery-level': '57.56'}, None, None
380.02, [INFO], robot3, {'battery-level': '57.16'}, None, None
390.04, [INFO], robot3, {'battery-level': '56.76'}, None, None
400.06, [INFO], robot3, {'battery-level': '56.36'}, None, None
410.06, [INFO], robot3, {'battery-level': '55.96'}, None, None
420.09, [INFO], robot3, {'battery-level': '55.56'}, None, None
430.07, [INFO], robot3, {'battery-level': '55.16'}, None, None
440.09, [INFO], robot3, {'battery-level': '54.76'}, None, None
450.01, [INFO], robot3, {'battery-level': '54.36'}, None, None
460.01, [INFO], robot3, {'battery-level': '53.96'}, None, None
470.07, [INFO], robot3, {'battery-level': '53.56'}, None, None
480.09, [INFO], robot3, {'battery-level': '53.16'}, None, None
490.00, [INFO], robot3, {'battery-level': '52.76'}, None, None
500.01, [INFO], robot3, {'battery-level': '52.36'}, None, None
510.02, [INFO], robot3, {'battery-level': '51.96'}, None, None
520.00, [INFO], robot3, {'battery-level': '51.56'}, None, None
530.03, [INFO], robot3, {'battery-level': '51.16'}, None, None
540.04, [INFO], robot3, {'battery-level': '50.76'}, None, None
550.06, [INFO], robot3, {'battery-level': '50.36'}, None, None
560.07, [INFO], robot3, {'battery-level': '49.96'}, None, None
570.09, [INFO], robot3, {'battery-level': '49.56'}, None, None
580.09, [INFO], robot3, {'battery-level': '49.16'}, None, None
590.02, [INFO], robot3, {'battery-level': '48.76'}, None, None
600.04, [INFO], robot3, {'battery-level': '48.36'}, None, None
610.04, [INFO], robot3, {'battery-level': '47.96'}, None, None
620.04, [INFO], robot3, {'battery-level': '47.56'}, None, None
630.06, [INFO], robot3, {'battery-level': '47.16'}, None, None
640.08, [INFO], robot3, {'battery-level': '46.76'}, None, None
650.08, [INFO], robot3, {'battery-level': '46.36'}, None, None
660.08, [INFO], robot3, {'battery-level': '45.96'}, None, None
670.07, [INFO], robot3, {'battery-level': '45.56'}, None, None
680.09, [INFO], robot3, {'battery-level': '45.16'}, None, None
690.00, [INFO], robot3, {'battery-level': '44.76'}, None, None
700.01, [INFO], robot3, {'battery-level': '44.36'}, None, None
710.02, [INFO], robot3, {'battery-level': '43.96'}, None, None
720.08, [INFO], robot3, {'battery-level': '43.56'}, None, None
730.10, [INFO], robot3, {'battery-level': '43.16'}, None, None
740.09, [INFO], robot3, {'battery-level': '42.76'}, None, None
750.02, [INFO], robot3, {'battery-level': '42.36'}, None, None
760.03, [INFO], robot3, {'battery-level': '41.96'}, None, None
770.02, [INFO], robot3, {'battery-level': '41.56'}, None, None
780.02, [INFO], robot3, {'battery-level': '41.16'}, None, None
790.00, [INFO], robot3, {'battery-level': '40.76'}, None, None
800.00, [INFO], robot3, {'battery-level': '40.36'}, None, None
810.01, [INFO], robot3, {'battery-level': '39.96'}, None, None
820.02, [INFO], robot3, {'battery-level': '39.56'}, None, None
830.04, [INFO], robot3, {'battery-level': '39.16'}, None, None
840.04, [INFO], robot3, {'battery-level': '38.76'}, None, None
850.05, [INFO], robot3, {'battery-level': '38.36'}, None, None
860.02, [INFO], robot3, {'battery-level': '37.96'}, None, None

[WARN], logger, TIMEOUT, None, None
