0.00, [DEBUG], nurse, NURSE_CONFIG={'location': 'IC Room 2', 'position': [-38.0, 21.5, 0.0]}, None, None
0.00, [DEBUG], logger, ROBOTS_CONFIG={'avg_speed': 0.15, 'battery_charge': 0.462681764358839, 'battery_discharge_rate': 0.0004, 'id': 3, 'local_plan': [['navigation', ['IC Room 2', [[-13.5, 18.0, -1.57], [-13.5, 16.0], [-37.0, 16.0], [-37.0, 21.5], [-38.0, 21.5, 0.0]]], 'navto_room'], ['approach_person', ['nurse'], 'approach_nurse'], ['authenticate_person', ['nurse'], 'authenticate_nurse'], ['operate_drawer', ['open'], 'open_drawer_for_nurse'], ['send_message', ['nurse'], 'notify_nurse_of_open_drawer_for_nurse_completed'], ['wait_message', ['nurse'], 'wait_nurse_to_complete_deposit'], ['operate_drawer', ['close'], 'close_drawer_nurse'], ['navigation', ['Laboratory', [[-38.0, 21.5, 0.0], [-37.0, 21.5], [-37.0, 16.0], [-26.0, 16.0], [-26.0, 13.0, 1.57]]], 'navto_lab'], ['approach_robot', ['lab_arm'], 'approach_arm'], ['operate_drawer', ['open'], 'open_drawer_lab'], ['send_message', ['lab_arm'], 'notify_lab_arm_of_open_drawer_lab_completed'], ['wait_message', ['lab_arm'], 'wait_lab_arm_to_complete_pick_up_sample'], ['operate_drawer', ['close'], 'close_drawer_lab']], 'location': 'PC Room 7', 'name': 'r3', 'position': [-13.5, 18.0, -1.57], 'skills': ['approach_person', 'approach_robot', 'authenticate_person', 'navigation', 'operate_drawer']}, None, None
0.00, [DEBUG], logger, Simulation open, None, None
540.03, [INFO], robot3, {'battery-level': '24.71'}, None, None
550.07, [INFO], robot3, {'battery-level': '24.31'}, None, None
560.09, [INFO], robot3, {'battery-level': '23.91'}, None, None
570.07, [INFO], robot3, {'battery-level': '23.51'}, None, None
580.07, [INFO], robot3, {'battery-level': '23.11'}, None, None
590.07, [INFO], robot3, {'battery-level': '22.71'}, None, None
600.07, [INFO], robot3, {'battery-level': '22.31'}, None, None
610.00, [INFO], robot3, {'battery-level': '21.91'}, None, None
620.01, [INFO], robot3, {'battery-level': '21.51'}, None, None
630.01, [INFO], robot3, {'battery-level': '21.11'}, None, None
640.05, [INFO], robot3, {'battery-level': '20.71'}, None, None
650.07, [INFO], robot3, {'battery-level': '20.31'}, None, None
660.02, [INFO], robot3, {'battery-level': '19.91'}, None, None
670.05, [INFO], robot3, {'battery-level': '19.51'}, None, None
680.08, [INFO], robot3, {'battery-level': '19.11'}, None, None
690.00, [INFO], robot3, {'battery-level': '18.71'}, None, None
700.01, [INFO], robot3, {'battery-level': '18.31'}, None, None
710.02, [INFO], robot3, {'battery-level': '17.91'}, None, None
720.02, [INFO], robot3, {'battery-level': '17.51'}, None, None
730.05, [INFO], robot3, {'battery-level': '17.11'}, None, None
740.06, [INFO], robot3, {'battery-level': '16.71'}, None, None
750.10, [INFO], robot3, {'battery-level': '16.31'}, None, None
760.04, [INFO], robot3, {'battery-level': '15.91'}, None, None
770.09, [INFO], robot3, {'battery-level': '15.51'}, None, None
780.03, [INFO], robot3, {'battery-level': '15.11'}, None, None
790.09, [INFO], robot3, {'battery-level': '14.71'}, None, None
800.03, [INFO], robot3, {'battery-level': '14.31'}, None, None
810.07, [INFO], robot3, {'battery-level': '13.91'}, None, None
820.01, [INFO], robot3, {'battery-level': '13.51'}, None, None
830.01, [INFO], robot3, {'battery-level': '13.11'}, None, None
840.02, [INFO], robot3, {'battery-level': '12.71'}, None, None
850.04, [INFO], robot3, {'battery-level': '12.31'}, None, None
860.03, [INFO], robot3, {'battery-level': '11.91'}, None, None

[WARN], logger, TIMEOUT, None, None
